Estado Matricula,Período,Año,Organización Jurídica,Categoría,Tamaño,Sector Agregado,Sector Actividad Económica,CIIU1,Personal Ocupado,Municipio,Zona,Barrio,Total Valor Activos,Total Valor Pasivos,Total Valor Patrimonio,Total Valor Ventas Netas
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C3110 ** Fabricacion de muebles,0,GARZON,CENTRO,LAS MERCEDES,4150000,0,4150000,4000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C1081 ** Elaboracion de productos de panaderia,0,NEIVA,NORTE,CORREGIMIENTO FORTALECILLAS,2000000,0,2000000,1000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,0,NEIVA,NORTE,CANAIMA,5150000,0,5150000,1
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5514 ** Alojamiento rural,0,RIVERA,NORTE,VEREDA EL GUADUAL,5000000,0,5000000,1800000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,0,NEIVA,NORTE,EL CENTRO,2000000,0,2000000,100000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Transporte y Almacenamiento,H4921 ** Transporte de pasajeros,0,NEIVA,NORTE,CANAIMA,1500000,0,1500000,0
Cancelado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Resto,Actividades de atención de la salud humana y de asistencia social,Q8730 ** Actividades de atencion en instituciones para el cuidado de personas mayores y/o discapacitadas,0,NEIVA,NORTE,LOS MARTIRES,10000000,0,10000000,0
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados,1,VILLAVIEJA,NORTE,LA VICTORIA,1800000,0,1800000,1000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,0,NEIVA,NORTE,EL CENTRO,1600000,0,1600000,100000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,1,PITALITO,SUR,SOLARTE,2600000,0,2600000,26280000
Cancelado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Servicios,Actividades de servicios administrativos y de apoyo,N7912 ** Actividades de operadores turisticos,1,NEIVA,NORTE,SANTA ROSA,59519096,0,59519096,32091484
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados,0,NEIVA,NORTE,VENTILADOR,600000,0,600000,45850000
Cancelado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Servicios,Actividades de servicios administrativos y de apoyo,N7729 ** Alquiler y arrendamiento de otros efectos personales y enseres domesticos n.c.p.,2,NEIVA,NORTE,LAS GRANJAS,157201435,38057834,119143601,66679520
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,0,NEIVA,NORTE,LOS MARTIRES,1800000,0,1800000,22000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C1410 ** Confeccion de prendas de vestir  excepto prendas de piel,0,NEIVA,NORTE,SAN VICENTE DE PAUL,1600000,0,1600000,1500000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados,1,ISNOS,SUR,COLISEO,2000000,0,2000000,2000000
Cancelado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,0,NEIVA,NORTE,EL CENTRO,14000000,0,14000000,100000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5613 ** Expendio de comidas preparadas en cafeterias,0,PITALITO,SUR,CENTRO,4600000,0,4600000,800000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Resto,Actividades de atención de la salud humana y de asistencia social,Q8622 ** Actividades de la practica odontologica,0,NEIVA,NORTE,ALTICO,4010000,0,4010000,1000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Actividades profesionales, científicas y técnicas",M7490 ** Otras actividades profesionales  cientificas y tecnicas n.c.p.,1,PITALITO,SUR,MADELENA,1800000,0,1800000,100000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Actividades artísticas, de entretenimiento y recreación",R9200 ** Actividades de juegos de azar y apuestas,0,GUADALUPE,CENTRO,LAS BRISAS,1600000,0,1600000,10000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,1,NEIVA,NORTE,EL CENTRO,1750000,0,1750000,4000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C3110 ** Fabricacion de muebles,0,NEIVA,NORTE,PRIMERO DE MAYO,2000000,0,2000000,2000000
Cancelado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Servicios,"Actividades profesionales, científicas y técnicas",M7020 ** Actividades de consultoria de gestion,1,NEIVA,NORTE,CANAIMA,1000100,0,1000100,1000100
Cancelado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4620 ** Comercio al por mayor de materias primas agropecuarias  animales vivos,1,PITALITO,SUR,CABUYAL DEL CEDRO,64000000,0,64000000,57995671
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados,0,NEIVA,NORTE,EL JARDIN,1000000,0,1000000,1000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,0,NEIVA,NORTE,SANTA INES,1000000,0,1000000,500000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Información y comunicaciones,J6120 ** Actividades de telecomunicaciones inalambricas,0,RIVERA,NORTE,LUIS CARLOS GALAN,1200000,0,1200000,1000000
Cancelado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Servicios,Actividades mobiliarias,L6810 ** Actividades inmobiliarias realizadas con bienes propios o arrendados,0,TIMANA,SUR,CENTRO,10600000,0,10600000,100000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,0,NEIVA,NORTE,CHAPINERO,3200000,0,3200000,6000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4755 ** Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,0,NEIVA,NORTE,ZONA INDUSTRIAL,710000,0,710000,1000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4632 ** Comercio al por mayor de bebidas y tabaco,0,NEIVA,NORTE,SANTA INES,1800000,0,1800000,1800000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,0,GARZON,CENTRO,EL CENTRO,500000,0,500000,0
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4541 ** Comercio de motocicletas y de sus partes  piezas y accesorios,1,NEIVA,NORTE,EL CENTRO,5100000,5100000,0,9600000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Distribución de agua, saneamiento ambiental",E3830 ** Recuperacion de materiales,0,CAMPOALEGRE,NORTE,LA LIBERTAD,2000000,0,2000000,3500000
Cancelado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Servicios,Información y comunicaciones,J5911 ** Actividades de produccion de peliculas cinematograficas  videos  programas  anuncios y comerciales de television,1,PITALITO,SUR,AGUA BLANCA,3622845,0,3622845,0
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados,1,PITALITO,SUR,VERSALLES,2500000,0,2500000,22000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Construcción,Construcción,F4290 ** Construccion de otras obras de ingenieria civil,0,NEIVA,NORTE,LA GAITANA,10000000,0,10000000,100000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,0,NEIVA,NORTE,ALTICO,1501000,0,1501000,1000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C3110 ** Fabricacion de muebles,0,BARAYA,NORTE,GAITAN,800000,0,800000,1000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,0,NEIVA,NORTE,ENRIQUE OLAYA HERRERA,2000000,0,2000000,500000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,1,PITALITO,SUR,LAS ACACIAS,5550000,0,5550000,1000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Agricultura,"Agricultura, ganadería, caza, silvicultura y pesca",A0163 ** Actividades posteriores a la cosecha,0,AGRADO,CENTRO,ROJAS GARRIDO,1200000,0,1200000,0
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,0,NEIVA,NORTE,SAN JORGE I,800000,0,800000,11000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados,0,NEIVA,NORTE,SAN VALENTIN,2200000,0,2200000,2200000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C1081 ** Elaboracion de productos de panaderia,1,PITALITO,SUR,BRUSELAS,1500000,0,1500000,9000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,0,NEIVA,NORTE,SANTA ISABEL,800000,0,800000,800000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C1690 ** Fabricacion de otros productos de madera  fabricacion de articulos de corcho  cesteria y esparteria,1,PITALITO,SUR,AGUA BLANCA,2300000,0,2300000,200000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Actividades artísticas, de entretenimiento y recreación",R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.,1,OPORAPA,SUR,EL CENTRO,2300000,0,2300000,1000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,0,NEIVA,NORTE,EL TRIANGULO,1500000,0,1500000,1500000
Cancelado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,0,PITALITO,SUR,SIMON BOLIVAR,18065000,0,18065000,437577000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,0,NEIVA,NORTE,EL CENTRO,1750000,1750000,0,800000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,0,NEIVA,NORTE,BUGANVILES,12000000,0,12000000,1
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5514 ** Alojamiento rural,0,GARZON,CENTRO,SAN ISIDRO,2000000,0,2000000,2000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,0,GARZON,CENTRO,RODRIGO LARA,2000000,0,2000000,2000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5613 ** Expendio de comidas preparadas en cafeterias,0,ALTAMIRA,CENTRO,LOS ANDES,1500000,0,1500000,1500000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Actividades de servicios administrativos y de apoyo,N7729 ** Alquiler y arrendamiento de otros efectos personales y enseres domesticos n.c.p.,0,NEIVA,NORTE,CANDIDO LEGUIZAMO,1100000,0,1100000,1000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5611 ** Expendio a la mesa de comidas preparadas,1,PITALITO,SUR,CENTRO,8200000,0,8200000,5000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,0,GARZON,CENTRO,EL CENTRO,1500000,0,1500000,15000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Información y comunicaciones,J6130 ** Actividades de telecomunicacion satelital,0,NEIVA,NORTE,CUARTO CENTENARIO,500000,0,500000,1000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Actividades artísticas, de entretenimiento y recreación",R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.,0,CAMPOALEGRE,NORTE,VEREDA LA VEGA,1800000,0,1800000,8000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4761 ** Comercio al por menor de libros  periodicos  materiales y articulos de papeleria y escritorio  en establecimientos especializados,0,NEIVA,NORTE,MANZANARES,4000000,0,4000000,2000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4775 ** Comercio al por menor de articulos de segunda mano,1,PITALITO,SUR,CENTRO,2500000,0,2500000,100000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4724 ** Comercio al por menor de bebidas y productos del tabaco  en establecimientos especializados,0,NEIVA,NORTE,LOS MARTIRES,3000000,0,3000000,100000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4775 ** Comercio al por menor de articulos de segunda mano,0,SAN AGUSTIN,SUR,EL CENTRO,3100000,0,3100000,1000000
Cancelado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4665 ** Comercio al por mayor de desperdicios  desechos y chatarra,1,ALGECIRAS,NORTE,ABRAHAM PALACIOS,13777140,0,13777140,100
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4772 ** Comercio al por menor de todo tipo de calzado y articulos de cuero y sucedaneos del cuero en establecimientos especializados,0,NEIVA,NORTE,EL CENTRO,5500000,5500000,0,1
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados,0,LA PLATA,OCCIDENTE,SAN RAFAEL,1700000,0,1700000,2000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5513 ** Alojamiento en centros vacacionales,0,VILLAVIEJA,NORTE,VEREDA EL CUSCO,12000000,0,12000000,6000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5611 ** Expendio a la mesa de comidas preparadas,0,NEIVA,NORTE,CANDIDO LEGUIZAMO,1750000,0,1750000,0
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Transporte y Almacenamiento,H5221 ** Actividades de estaciones  vias y servicios complementarios para el transporte terrestre,0,NEIVA,NORTE,EL CENTRO,1400000,0,1400000,35000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Actividades de servicios administrativos y de apoyo,N7730 ** Alquiler y arrendamiento de otros tipos de maquinaria  equipo y bienes tangibles n.c.p.,0,NEIVA,NORTE,EL CENTRO,10000000,0,10000000,100000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Otras actividades de servicios,S9529 ** Mantenimiento y reparacion de otros efectos personales y enseres domesticos,1,GARZON,CENTRO,EL MINUTO,2600000,0,2600000,3500000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados,0,NEIVA,NORTE,TENERIFE,1800000,0,1800000,100000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Actividades de servicios administrativos y de apoyo,N8230 ** Organizacion de convenciones y eventos comerciales,0,NEIVA,NORTE,RIVIERA NORTE,700000,0,700000,700000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Otras actividades de servicios,S9602 ** Peluqueria y otros tratamientos de belleza,0,NEIVA,NORTE,CARLOS PIZARRO,1700000,0,1700000,12000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados,0,NEIVA,NORTE,SANTA ROSA,5000000,0,5000000,0
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4761 ** Comercio al por menor de libros  periodicos  materiales y articulos de papeleria y escritorio  en establecimientos especializados,0,NEIVA,NORTE,LAS MERCEDES,2000000,0,2000000,1000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,0,LA ARGENTINA,OCCIDENTE,EL CENTRO,2500000,0,2500000,6000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,0,GARZON,CENTRO,EL CENTRO,3100000,0,3100000,1600000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,0,NEIVA,NORTE,TIMANCO II ETAPA,1000000,0,1000000,1000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C1081 ** Elaboracion de productos de panaderia,0,TELLO,NORTE,JULIO BAHAMON,600000,0,600000,700000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5611 ** Expendio a la mesa de comidas preparadas,0,NEIVA,NORTE,EL CENTRO,1000000,0,1000000,1000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados,0,NEIVA,NORTE,MIRA RIO I,1500000,0,1500000,100000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados,1,PITALITO,SUR,ZONA INDUSTRIAL,1800000,0,1800000,6000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5619 ** Otros tipos de expendio de comidas preparadas n.c.p.,0,LA PLATA,OCCIDENTE,PAEZ,2800000,0,2800000,3000000
Cancelado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4620 ** Comercio al por mayor de materias primas agropecuarias  animales vivos,1,ACEVEDO,SUR,AVENIDA PASTRANA,25000000,0,25000000,114264882
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,0,GUADALUPE,CENTRO,LAS BRISAS,1500000,0,1500000,600000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4789 ** Comercio al por menor de otros productos en puestos de venta moviles,0,NEIVA,NORTE,DIEGO DE OSPINA,500000,0,500000,100000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Otras actividades de servicios,S9512 ** Mantenimiento y reparacion de equipos de comunicacion,1,GARZON,CENTRO,EL CARMEN,2500000,0,2500000,3500000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Información y comunicaciones,J6190 ** Otras actividades de telecomunicaciones,1,ISNOS,SUR,COLISEO,2100000,0,2100000,100000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados,0,NEIVA,NORTE,LAS AMERICAS,1700000,0,1700000,12000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5613 ** Expendio de comidas preparadas en cafeterias,0,NEIVA,NORTE,TENERIFE,500000,0,500000,1000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5611 ** Expendio a la mesa de comidas preparadas,4,GARZON,CENTRO,EL CENTRO,2500000,0,2500000,10000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Actividades artísticas, de entretenimiento y recreación",R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.,0,NEIVA,NORTE,ZONA INDUSTRIAL,3000000,0,3000000,1000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Agricultura,"Agricultura, ganadería, caza, silvicultura y pesca",A0145 ** Cria de aves de corral,0,NEIVA,NORTE,SANTA MONICA,800000,0,800000,0
Cancelado,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Servicios,Actividades de servicios administrativos y de apoyo,N8121 ** Limpieza general interior de edificios,0,NEIVA,NORTE,VILLA CAROLINA,1600000,0,1600000,0
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4772 ** Comercio al por menor de todo tipo de calzado y articulos de cuero y sucedaneos del cuero en establecimientos especializados,1,SAN AGUSTIN,SUR,ESTRECHO OBANDO,3000000,0,3000000,1000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5621 ** Catering para eventos,0,RIVERA,NORTE,RIO FRIO,1900000,0,1900000,0
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5611 ** Expendio a la mesa de comidas preparadas,0,NEIVA,NORTE,TENERIFE,4000000,0,4000000,1000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4774 ** Comercio al por menor de otros productos nuevos en establecimientos especializados,0,NEIVA,NORTE,EL CENTRO,10000000,0,10000000,2000000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,1,GARZON,CENTRO,EL CENTRO,3500000,0,3500000,100000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Transporte y Almacenamiento,H4923 ** Transporte de carga por carretera,0,NEIVA,NORTE,EL CENTRO,1800000,0,1800000,1800000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Agricultura,"Agricultura, ganadería, caza, silvicultura y pesca",A0122 ** Cultivo de platano y banano,0,NEIVA,NORTE,LOS COLORES,1450000,750000,700000,500000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Actividades artísticas, de entretenimiento y recreación",R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.,1,ISNOS,SUR,,5100000,0,5100000,100000
Cancelado,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C3250 ** Fabricacion de instrumentos  aparatos y materiales medicos y odontologicos (incluido mobiliario),0,NEIVA,NORTE,CONJUNTO RESIDENCIAL TORRES DE SAN TELMO,1750000,0,1750000,3000000
